dateTime,cloudPecentage,allRed,allGreen,allBlue,skyRed,skyGreen,skyBlue,cloudRed,cloudGreen,cloudBlue
2021-07-12 00:00:03.934485,86.75390625,132.18640625,135.202119140625,163.14578776041665,112.75444804875652,121.76759559618598,169.46213014843212,135.15339126780435,137.25338076155313,162.18137166614136
2021-07-12 00:02:05.444886,83.12272135416666,131.59694661458335,133.83647786458334,163.29402669270834,115.19115860126912,123.74420892240632,172.34462939032153,134.92798596452752,135.88561716525751,161.45638782391435
2021-07-12 00:04:05.646734,84.66764322916667,129.66733072916668,132.84136393229167,160.96780598958333,112.57811936052313,121.69584509883018,169.36462070868984,132.76199447133592,134.85969188655088,159.44723739806767
2021-07-12 00:06:05.549151,85.39485677083334,128.67694661458333,131.237451171875,159.826865234375,111.57133305101745,119.41377850090267,167.9409365457909,131.6025318964827,133.25966233756333,158.43910983368465
2021-07-12 00:08:05.508955,86.21744791666667,133.38729817708332,135.177412109375,164.61819661458333,110.55725082664148,118.65779404818139,167.0720358998583,137.03686475874048,137.81820584459714,164.22593068035943
2021-07-12 00:10:05.431348,87.35123697916667,131.726826171875,134.417138671875,162.54078125,106.72620119926911,115.87294438582495,162.90058419332425,135.34700364831576,137.10240252214516,162.48868053200567
2021-07-12 00:12:05.078816,83.18619791666667,130.07000651041668,133.40300130208334,162.22652994791667,111.53182838999457,121.4490435994734,168.79681328893363,133.81698937185968,135.81916508835914,160.89852786951963
2021-07-12 00:14:04.931143,86.78841145833334,129.04633463541666,132.73100911458334,160.151904296875,105.05363918592619,115.2180062090376,161.3068545803972,132.69868424013742,135.3969709017531,159.97608902758296
2021-07-12 00:16:05.120948,84.36979166666667,127.18849609375,131.49237955729166,158.61285807291668,111.41167527490836,121.62189686771076,168.2847592469177,130.11128387554788,133.32096888696833,156.821057627014
2021-07-12 00:18:05.726427,85.36686197916666,132.17782877604168,135.240458984375,163.75862955729167,111.03741685760683,120.49860965897716,167.90903832892133,135.80160688206158,137.76742917936144,163.04718833771216
