dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2021-07-12 00:00:09.478741,0.01,0.00,83.65,44.31,309589.63,83573.89,34564600.00,86.86
2021-07-12 00:00:19.522929,0.01,0.00,88.61,48.07,350067.19,92764.52,42765944.00,71.85
2021-07-12 00:00:29.567466,0.01,0.00,107.32,77.72,722467.31,171617.34,113242300.00,107.38
2021-07-12 00:00:39.611749,0.01,0.00,115.28,69.78,614078.38,149492.97,86917696.00,96.28
2021-07-12 00:00:49.640773,0.01,0.00,94.13,52.37,398340.44,103518.55,67729600.00,86.86
2021-07-12 00:00:59.685150,0.01,0.00,100.33,57.32,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:01:09.729460,0.01,0.00,94.13,48.07,398340.44,103518.55,67729600.00,86.86
2021-07-12 00:01:19.773834,0.01,0.00,100.33,48.07,350067.19,92764.52,42765944.00,71.85
2021-07-12 00:01:29.818137,0.01,0.00,88.61,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:01:39.847246,0.01,0.00,88.61,52.37,398340.44,103518.55,42765944.00,71.85
2021-07-12 00:01:49.891571,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:01:59.935827,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:02:09.980010,0.01,0.00,83.65,48.07,350067.19,92764.52,34564600.00,65.81
2021-07-12 00:02:20.009098,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:02:30.053358,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:02:40.097722,0.01,0.00,100.33,63.06,527122.94,131315.61,67729600.00,86.86
2021-07-12 00:02:50.142034,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:03:00.186426,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:03:10.215644,0.01,0.00,107.32,69.78,614078.38,149492.97,86917696.00,96.28
2021-07-12 00:03:20.259968,0.01,0.00,88.61,57.32,456449.09,116206.80,42765944.00,71.85
2021-07-12 00:03:30.304213,0.01,0.00,83.65,57.32,456449.09,116206.80,34564600.00,65.81
2021-07-12 00:03:40.348674,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:03:50.393119,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:04:00.422109,0.01,0.00,71.46,44.31,309589.63,83573.89,19300496.00,51.75
2021-07-12 00:04:10.466325,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:04:20.510479,0.02,0.00,57.17,27.40,150016.75,45176.05,8451512.00,36.81
2021-07-12 00:04:30.554987,0.01,0.00,115.28,63.06,527122.94,131315.61,113242300.00,107.38
2021-07-12 00:04:40.583914,0.02,0.00,59.59,27.40,150016.75,45176.05,9849978.00,39.21
2021-07-12 00:04:50.628286,0.01,0.00,107.32,69.78,614078.38,149492.97,86917696.00,96.28
2021-07-12 00:05:00.672516,0.02,0.00,52.85,24.42,126090.42,38979.67,6317557.00,32.64
2021-07-12 00:05:10.716969,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:05:20.745832,0.02,0.00,57.17,25.84,137328.41,41910.31,8451512.00,36.81
2021-07-12 00:05:30.790317,0.01,0.00,107.32,69.78,614078.38,149492.97,86917696.00,96.28
2021-07-12 00:05:40.834509,0.02,0.00,52.85,24.42,126090.42,38979.67,6317557.00,32.64
2021-07-12 00:05:50.879033,0.01,0.00,115.28,69.78,614078.38,149492.97,113242300.00,107.38
2021-07-12 00:06:00.923247,0.02,0.00,57.17,27.40,150016.75,45176.05,8451512.00,36.81
2021-07-12 00:06:10.952231,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:06:20.996379,0.02,0.00,52.85,23.12,116096.79,36340.28,6317557.00,32.64
2021-07-12 00:06:31.040923,0.01,0.00,115.28,63.06,527122.94,131315.61,113242300.00,107.38
2021-07-12 00:06:41.085262,0.02,0.00,57.17,27.40,150016.75,45176.05,8451512.00,36.81
2021-07-12 00:06:51.129590,0.01,0.00,107.32,69.78,614078.38,149492.97,86917696.00,96.28
2021-07-12 00:07:01.158450,0.02,0.00,50.91,18.01,79667.34,26395.42,5500265.50,30.83
2021-07-12 00:07:11.202868,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:07:21.247115,0.02,0.00,54.93,23.12,116096.79,36340.28,7289337.50,34.63
2021-07-12 00:07:31.276214,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:07:41.320353,0.02,0.00,54.93,24.42,126090.42,38979.67,7289337.50,34.63
2021-07-12 00:07:51.364800,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:08:01.409041,0.01,0.00,83.65,24.42,126090.42,38979.67,34564600.00,96.28
2021-07-12 00:08:11.438197,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,32.64
2021-07-12 00:08:21.482300,0.01,0.00,79.19,44.31,309589.63,83573.89,42765944.00,71.85
2021-07-12 00:08:31.526597,0.01,0.00,124.39,69.78,614078.38,149492.97,6317557.00,32.64
2021-07-12 00:08:41.570911,0.01,0.00,100.33,63.06,527122.94,116206.80,53494468.00,78.80
2021-07-12 00:08:51.600004,0.01,0.00,107.32,69.78,614078.38,45176.05,9849978.00,39.21
2021-07-12 00:09:01.644519,0.01,0.00,100.33,57.32,456449.09,116206.80,113242300.00,107.38
2021-07-12 00:09:11.688787,0.01,0.00,115.28,69.78,137328.41,41910.31,7289337.50,34.63
2021-07-12 00:09:21.733061,0.01,0.00,94.13,63.06,527122.94,131315.61,67729600.00,86.86
2021-07-12 00:09:31.777360,0.01,0.00,100.33,38.06,246198.86,68799.63,67729600.00,86.86
2021-07-12 00:09:41.821806,0.01,0.00,107.32,63.06,527122.94,131315.61,86917696.00,96.28
2021-07-12 00:09:51.850828,0.01,0.00,107.32,63.06,527122.94,131315.61,86917696.00,96.28
2021-07-12 00:10:01.895275,0.01,0.00,71.46,35.45,221175.64,62814.82,19300496.00,51.75
2021-07-12 00:10:11.939201,0.01,0.00,88.61,48.07,350067.19,92764.52,42765944.00,71.85
2021-07-12 00:10:21.968335,0.01,0.00,83.65,48.07,350067.19,92764.52,34564600.00,65.81
2021-07-12 00:10:32.012641,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:10:42.056993,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:10:52.101262,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:11:02.145873,0.01,0.00,115.28,63.06,527122.94,131315.61,113242300.00,107.38
2021-07-12 00:11:12.190028,0.01,0.00,94.13,57.32,456449.09,116206.80,53494468.00,78.80
2021-07-12 00:11:22.234586,0.01,0.00,115.28,69.78,614078.38,149492.97,113242300.00,107.38
2021-07-12 00:11:32.263686,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:11:42.308205,0.01,0.00,124.39,69.78,614078.38,149492.97,150082140.00,120.61
2021-07-12 00:11:52.352587,0.01,0.00,88.61,48.07,350067.19,92764.52,42765944.00,71.85
2021-07-12 00:12:02.396883,0.01,0.00,94.13,48.07,350067.19,92764.52,53494468.00,78.80
2021-07-12 00:12:12.441036,0.01,0.00,88.61,48.07,350067.19,92764.52,42765944.00,71.85
2021-07-12 00:12:22.470343,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:12:32.514603,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:12:42.559127,0.01,0.00,115.28,63.06,527122.94,131315.61,113242300.00,107.38
2021-07-12 00:12:52.603626,0.01,0.00,115.28,69.78,614078.38,149492.97,113242300.00,107.38
2021-07-12 00:13:02.647987,0.01,0.00,94.13,52.37,398340.44,103518.55,53494468.00,78.80
2021-07-12 00:13:12.692429,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:13:22.736563,0.01,0.00,94.13,48.07,350067.19,92764.52,53494468.00,78.80
2021-07-12 00:13:32.781031,0.01,0.00,100.33,57.32,456449.09,116206.80,67729600.00,86.86
2021-07-12 00:13:42.810000,0.01,0.00,94.13,48.07,350067.19,92764.52,53494468.00,78.80
2021-07-12 00:13:52.854364,0.01,0.00,100.33,52.37,398340.44,103518.55,67729600.00,86.86
2021-07-12 00:14:02.898594,0.01,0.00,83.65,40.99,275362.59,75660.26,34564600.00,65.81
2021-07-12 00:14:12.942712,0.01,0.00,94.13,48.07,350067.19,92764.52,53494468.00,78.80
2021-07-12 00:14:22.971830,0.01,0.00,88.61,40.99,275362.59,75660.26,42765944.00,71.85
2021-07-12 00:14:33.016100,0.01,0.00,107.32,57.32,456449.09,116206.80,86917696.00,96.28
2021-07-12 00:14:43.060385,0.01,0.00,107.32,63.06,527122.94,131315.61,86917696.00,96.28
2021-07-12 00:14:53.104769,0.01,0.00,107.32,57.32,456449.09,116206.80,86917696.00,96.28
2021-07-12 00:15:03.149096,0.01,0.00,83.65,44.31,309589.63,83573.89,34564600.00,65.81
2021-07-12 00:15:13.193572,0.01,0.00,124.39,63.06,527122.94,131315.61,150082140.00,120.61
2021-07-12 00:15:23.222784,0.01,0.00,100.33,48.07,350067.19,92764.52,67729600.00,86.86
2021-07-12 00:15:33.267115,0.01,0.00,115.28,69.78,614078.38,149492.97,113242300.00,107.38
2021-07-12 00:15:43.311437,0.02,0.00,62.20,27.40,150016.75,45176.05,11543983.00,96.28
2021-07-12 00:15:53.355854,0.01,0.00,115.28,69.78,614078.38,149492.97,113242300.00,107.38
2021-07-12 00:16:03.400212,0.02,0.00,50.91,21.92,107175.85,33955.12,42765944.00,71.85
