110 0.100000 0.107461 165 5.232991 5.623413
111 0.107461 0.115478 166 5.623413 6.042964
112 0.115478 0.124094 167 6.042964 6.493816
113 0.124094 0.133352 168 6.493816 6.978306
114 0.133352 0.143301 169 6.978306 7.498942
115 0.143301 0.153993 170 7.498942 8.058422
116 0.153993 0.165482 171 8.058422 8.659643
117 0.165482 0.177828 172 8.659643 9.305720
118 0.177828 0.191095 173 9.305720 10.000000
119 0.191095 0.205353 174 10.000000 10.746078
120 0.205353 0.220673 175 10.746078 11.547820
121 0.220673 0.237137 176 11.547820 12.409378
122 0.237137 0.254830 177 12.409378 13.335215
123 0.254830 0.273842 178 13.335215 14.330126
124 0.273842 0.294273 179 14.330126 15.399265
125 0.294273 0.316228 180 15.399265 16.548170
126 0.316228 0.339821 181 16.548170 17.782795
127 0.339821 0.365174 182 17.782795 19.109529
128 0.365174 0.392419 183 19.109529 20.535250
129 0.392419 0.421697 184 20.535250 22.067341
130 0.421697 0.453158 185 22.067341 23.713737
131 0.453158 0.486968 186 23.713737 25.482967
132 0.486968 0.523299 187 25.482967 27.384197
133 0.523299 0.562341 188 27.384197 29.427271
134 0.562341 0.604296 189 29.427271 31.622776
135 0.604296 0.649382 190 31.622776 33.982082
136 0.649382 0.697831 191 33.982082 36.517414
137 0.697831 0.749894 192 36.517414 39.241898
138 0.749894 0.805842 193 39.241898 42.169651
139 0.805842 0.865964 194 42.169651 45.315838
140 0.865964 0.930572 195 45.315838 48.696751
141 0.930572 1.000000 196 48.696751 52.329910
142 1.000000 1.074608 197 52.329910 56.234131
143 1.074608 1.154782 198 56.234131 60.429638
144 1.154782 1.240938 199 60.429638 64.938164
145 1.240938 1.333521 200 64.938164 69.783058
146 1.333521 1.433013 201 69.783058 74.989418
147 1.433013 1.539927 202 74.989418 80.584221
148 1.539927 1.654817 203 80.584221 86.596436
149 1.654817 1.778279 204 86.596436 93.057205
150 1.778279 1.910953
151 1.910953 2.053525
152 2.053525 2.206734
153 2.206734 2.371374
154 2.371374 2.548297
155 2.548297 2.738420
156 2.738420 2.942727
157 2.942727 3.162278
158 3.162278 3.398208
159 3.398208 3.651741
160 3.651741 3.924190
161 3.924190 4.216965
162 4.216965 4.531584
163 4.531584 4.869675
164 4.869675 5.232991
